text,label
youve got sole,2
lie tho gon find bitches,1
fins sign finnegan hes ceified bitch,1
unmatched mans trash another mans treasure,2
mine pussy,1
little fag least ass woman kids plus work suppo hipster homo,0
niggas talk sir thomas bitches days,0
youre racist white people whigger antiracist codeword antiwhite antizionist codeword antisemite,0
satellite apes king kong clips,2
actor charlie sheen bought seats associate nursing angels baseball game hopes catching home run ball,2
wanna eat weed brownies ask self really wanna spend countless hours watching documentary sea tu,2
million dollar bitch slap ho,1
wassup wit wholly fucc niccas,0
bitches bound get hu cause lot niggas playing,1
bitch dont,1
faggot front convey two dozen doughnuts right get fuck,0
thisty hoe,1
ashley young tried deny bird landed mouth hahaha,2
amazing proud day today blockheads time bed good knight,2
didnt really one aware yankees always loved dodgers uniform,2
johnny rebel quit bitchin nigger,0
even blogger doesnt deliver moxy credentials anything create brand,2
see peeped pussy power,1
white bitch fuckin nerve call nigga shes one payin lips get bigga,0
girls dont let guy treat like yellow starburst pink starburst,2
depressed got hoes,1
dani alves pulled hairstyle neymar looks comparable faggot,0
karmas bitch youll getting along fine real soon,0
peckin order one white christian colored poo ricans arab quint jews donts know axin,0
play soccer cheat girls wear khaki coloured cargos haircut yup,2
surprise surprise tsa trashes brandon darbys border patrol generator,2
punishment fit crime instance take last twinkie choke twinkie twinkies sacred,2
takes mid best midlaner na fuckin solo q fags,0
thought would think cuteyou know like shut clam minutes dunce,2
casual ghetto family twerk session,1
nba star jerseys look retardedthey look like combo nfl jersey fubu jersey,1
worse yet u meet bird nice ras youre like something u looks familiar lol,2
omoide yokocho shinjuku tokyo japan japn lost japan miguel michn,2
spiff tryna hoe,1
like imma stop talking vibing headphonestalk come get pussy words,1
lmao injun turnin,2
yeah cant lie tho spitting cop car right bitch ass feels damn good,1
black guy class attempts throw paper ball trash misses mrs mundy youre disgrace race marcus,2
joke right youre along like ugh wish jap tweeting gook shit jerkin hentai,0
imprecate avi coke hes fag hasnt position yet,0
hate selfrightous bitches general people really get fucking nerve sometimes,1
shut wear upon,0
bitch ass nigga hate black women uncle turkey cock bitch punk,0
chasing hoes better get cash nigga,0
chris bosh bout disgrace trophy like real faggot smh,0
jon hates birds,2
white trash would prognosticate slants hindis moslems equals,0
floppy bird chalmers taking hero lebron,2
look nigger ass nigger shit right hither,0
uhhh youve judged happens whitepowerill hang nigger wo,0
hate football faggot,0
richnow doesnt show hella tinder hoes im friend anymore chill brought like like prople,1
guy represent maine coon total cuddle bum every one ive ever met super friendly,2
even sweating hoes,1
always eli stupid hick hayseed look face giants fans kill yaselves gonna,0
rudy gay faggot changing lowest name got money,0
hoes gotta pay company,1
hellyeah happy fall pumpkin spice oreos hera,2
slapahoe,2
school wouldnt give kids schedules ghetto,2
want got unity want got americathey got word nigger want,0
crazy bitch hilarious,1
soon left iraq towel heads think fucking barge take worked hard set pisses,0
update three arrsted german gay guy left critical condition fag bashed belgrade,1
ask number lame im like cuh mobbin bitches turn,1
bitch u,1
ape fuck u broke ass racist,0
rich white liberals know whats best black people dont see theyre obviously uncle toms,0
faggot,0
bitches brillianthaha,1
ohh gawdd woke throwed dis nicca paper slept n damn car n threw n shit n lost phone smh gm,1
international police operation disrupts shylock banking trojan computerworld guardianinternational poli,2
heres suggestion plays racist ha niggers stopped callin coon end,0
fuck niggas would wanna continue mess messy ass bitches vs somebody,0
heyyyyyyyyyyy fag manlike child gonna watch play,0
hes lying faggot used inspect element change number dollars account,0
seeeeee man niggas lose bitch bitch thats even woh,1
dont whatsoever kids one queers,0
ghetto,1
bij vraag wat naam van de engels des doodsdacht eerst robeikisraeluhm iets met gargamelhoe heet die kat ook al weeroja azrael,1
fuck michelle obama monkey doesnt belong white house,0
money impress simple broke bitches,1
yo bitch wanna fuck squad,1
albino mexican dad hes asian,2
pouf,0
relationship idea girls trash love lives,1
fuck bitches,1
eva asked nicca dey got sum fake designer frm,0
love bird flames thank song,2
southcarolina full albumen trash,0
one mans trash another mans cherish believe,2
oh bc didnt cover u bitches wanna talk shit,1
south full white trash midwest full white trash west coast full white river trash,0
texting niggas let know find bitches hard feelings,1
un pollito cruzaba la frontera un zorro se tropieza con el pollo el zorro le dice im sorry el pollo le dice im,2
dont understand people say yea first time smoking didnt get high cause damn fuckin sucks bruh retarded high,1
swear youre n realest n stay little bitch shit like,1
black queen dreading hairsthank high moor queen asked fori want better,2
nick young says close woh money watches sneakers clothes cost stolen house last nig,2
mother nature hate yankees baseball,2
exist jiggaboo,0
future bae best drink fiji water pussy taste like retweets cinammon apples,1
wouldnt let use old picture cause hair flawless woman front desk said wouldnt retake hatin hoes,1
tattoos approximately expression meaning one mans trash another mans treasure,2
comprise nigger isnt color state brain,0
living lesbians suppo faggots theres difference,0
hoes,1
anybody want take pollo,2
got diy birds hey shoot like larry bird hey,2
would describe work blaxican,2
send damn beaners gage belong newton us aint,0
glad less uncle another stupid faggot world hopefully next,0
took yo bitch gave back bad,1
fuck bad bitches,1
god drake trash thank,1
yall hoes worried yall eyebrows yall forgot yall group mustache lmao,0
okay chiquito im inwards ghetto anymore,2
ovalbumin trash asceain football,0
kinda screwed guinea pigs experimenting taste instead got interesting results,2
niggas save hoes,0
ill agree take ethiopian starvin looking nigger ass back africa buyfoodlittleguy,0
kim kardashian look like tranny entirely surgery,0
pussy pussy pussy marijauna wannnnaaa,1
tend sense bitches older thats sad,1
fuck r u talking told u going tell u nigga love white bitch gtf bro,0
go flick lollis faggot,0
bite bitch chew footer,1
tuku ho idk blah blah blah,2
look ghetto work,2
bdubs packed beaners,0
one even eaten group twinkie like decades,2
smd bitch,1
u remember steve blue clues left us bitch ass nigga joe,1
steelers lost superbowl loaded black yellow gmix moms computer think youtube page still open,2
faggot,0
naw drop bitch south dallas rest homeless dogs,1
bitch uracil ugly hoe,0
many niggers store kno stealing vine still weak,1
think problem oreos,2
naw hoe sittin floor damn couuuuuch bihday feb naa nope,1
paper ova pussy,1
yeen real nicca yeen got porn sites n internet history,1
keep avi hoe,1
get past boot camp go active years see really doh daily liberal pussy,0
youre little gripe squad got blown super bowl,0
im scared herher pussy good lol,1
building pussy lmao,1
doctor tonight miserable cunt even nurse pissed shes since pm hasnt come see,0
fucking retarded,1
lowkey called faggot angstrom faggot,0
belong brownies go woof woof,2
hoes lying altogether us spade got news monogamous niggas yo bitch fucking anonymous niggas,0
real dont put money nigga books chu buy bitch chanel scarce hit puss,0
ane think dat called maine nigger move away da dark side mean,0
nonexistent hoes,1
ff stimulate consistently one marvels worst propeies ultimate ff good entire ultimate universe trash,2
im zone like secondary lie bitch im flier pet canary,1
project could lead military program requires adenine full op mock testing,2
charlie kimball nowhere go indycar mavtv,2
fucking james prove tell jawga boys sucked went ape shit dude,0
ass perfect cant help yall diss hoes praise nicki minaj everyday dont understand niggas man,1
shocking true stories behind favorite classic fairy tales via,2
haha niggah gave cant keep loser,1
detest nigger,0
im weird youre faggot,0
love twat gender neutral,1
yo main bitch gettin high,1
hoes gon always hoes hoe ways least,1
fuck right pussy,1
kind world live bitches getting surgery make butts bigger since women want,1
im soft hoes dumb man,1
hit dollar bill chowderthanks wishes card,2
lynch mob thugs threaten zimmerman jury nggas follow bitch assjury hatred wont stop flowingwar,0
l voted suppoed u u pulled rug us nation worse cuz circle trash,2
pure trash,0
last got updated pic angel wing colored,2
sorry fo da rant make mad ashamed colored wish white yall would like,0
viually zero protections lgbtq persons alabama lot acceptance either think gay alabamian kids today,2
losing thats u trying dazed yardie,2
yo bitch lookin like wana fuck summn,1
dat charlie,2
idk ur saying probably desperate pussy,1
youre fag,0
hoes boof smh,1
everyone tells exact thing iodin wont listen coon,0
hahahaha youza fuck wigger,0
smh hate hoe,0
dat bitch katy perry suck skin dick,0
stopped caring mcm noticed dykes getting chose,0
wussup bitch,1
fleek yo lexicon faggot,0
let hoes tear right apa,1
im ghetto,2
bitch answer lol,1
bitch im coming said making plans,1
squad dyke cholas fear nobody worse cael,2
gave move lil nigger push smh,0
nun bad bitches link tonight mansionelan finna go crazy,1
ctfu u bloody yes doe bitch ball cracked hot dog dat bitch,1
stoni vitamin fuckin queer,0
pic confusing looks like dyke hoe pooci,1
unwohy nigger,0
arent best story time visit yellow friends,2
kanyeeeeeee yard ape roleplay idiotjust stupid,2
hey teabagger bohner said got wanted sequester sound like moron everyone knows lying,2
whos blame yankees underperformance year umps management ebola outbreakhow bout player,2
da hoes cmon thru hatchys utica tdt rock dis biiaaaatch tdthoe teamspade highgang,1
ha booner induce twitter ha,2
stu rape present faggot man im sick nigga,0
hoe dont make put screenshots texts hoe,0
yall bitches fake wanna bs get yall life,1
u cant turn hoe housewife hashtag tupac,1
basic bitches,1
see girl wit nigga like bitch bet snatch aint even gone lol,1
hold back wetback sycksyllables,0
nothing lasts forever category send away barely recognize yankees tonight,2
im hungry,2
bitch dont want ugly ass gtfo ol peyton manning lookin ass,0
dont feel like reading right wanna give sexy coolie girl lyrics via text message,2
bitches bout da lil flexin shit snapchat bitch please,1
never bitch,1
favorite nigger work plantation remember next time ask watermelon dont steal,0
ugly bitches post retarded shit social media,1
reason called jesus monkey knew color farrakhanthetime,0
id look real retarded trynna hi ill head,1
want panda express panera big booty hoe,1
aint even fuckin wit shady bitches,1
dont know niggah could cover,1
dat one unwohy animal da monkey adorable,2
good mernin fagot,0
dese bitches actin like loyal give dat hoe oscar,1
really incur upset lightskin friends another cute dark skin sidekicklike im supposed cute darkie u hang wit,0
even shoer charlie sheen move mel gibson,2
ur faggot teammate hits someone late like u say hes yapping yelling u guys def room,0
police depament hires gypsies halfbreeds nigglets trusted,0
lmfaoo never dolo dont got niggas old hoes fuck,0
youre standing btw yellow lines,2
kikes want charge dollaz complete version,2
literally confront bitch asses fo reall trill,1
wan mixtape pussy cinnamon rolls,1
niger river,0
thanks cracker tweets today pilchards krackerwheat repeating like typical night bbc,2
im soooooo tired dick dyke showing fb feed real studs dont fucc niggas bisexual,0
tweet dont fw crayons ex gone subtweet saying bitch niggas fw crayons anyways,1
black bitches dont kickin school bitches still comin wit durags still head nd shit,0
one time blind bitch watching movie,1
luckily friends im yellow belted ammunition karate unfounate bonner dudes lookout,2
youre playing flappy bird national suicide prevention lifeline make unnecessary lives,2
feminist aka bitch,0
oh coon pedal week charlotte ok makes sense,2
add name ghetto like looks like used label maker lol,2
mixtape sell sole got bangers,2
fuck bitch,1
gotta luuuuubeall ya really need luuuube dental dam yankees,1
royals win kc blanking yankees take series bronx beroyalkc,2
ape fuck u broke ass racist,0
hoe bitches act turn chris breezy,1
cause somethin good im always gon wetback coo,0
racist calendar month fuck u honkey,0
niggers disgust hold dealt years ago wouldnt problems,0
opinion irrelevant cunt,1
alright time cheesecake trash,1
every time play patapon game hear ushishi theme think beatboxing monkey yo yo yo get uppa,2
dc fri bengali harlem readingconvo th st,2
ppl expect august aslina represent nig new orleans,0
drakes new shoes released nikejordan yes theres glitter shoes dudes fag,0
hate hoe ass people,0
look rich act poor never trip bitch aint,1
band sucked worse live fags guns poses,0
work bitch right,1
grusty hoe,1
type bitch make u take dates give u da pussya shit weak damn,1
type awful nigger whore,0
dawg ass hoes,1
cant bitch make mad nigga already,1
im legit trying worst thing try play games youll get ski sooo fast,2
cant decide wear yellow rain boots purposes black yellow errrrything,2
flow sicker bitch magic johnson lickin,1
dont like weather right scaring lol yellow,2
straight men frustrated unlike okcupid queer folks dont ability block,0
live gay cant afraid two black dicks butt fucking queer,0
thw white press band plays weekend fargond aquarium friday charlie parr next nightsaturday,2
ok stupid bitch,1
goodbye tenner young dolph featuring trinidad james shy glizzy,2
faggot,0
johnny rebel could nigger day,0
dont trust nobody bitches fake niggas faker fuck yall id rather fuck wi,1
lmao look hoes,1
forgot white trash texarkana well arkansas,0
fucking queer faggot bitch,0
jesus genesis ground lord god formed every beast field every bird sky initiating,2
like let em bring da heat dis bitch linkup bro,1
delete tweets one hour tweet gigantic pussy,1
many fuckin fags even get shouldnt set aside pocketbook whilst influence haha,0
uturns yellow aceptar este luz rojo lights taking overly long make bilingual,2
abouta get crayons animal crackers pm,2
type bitch lmao yass,1
hate bitch says dont care nigga broke got nothing going acting like fake ri,1
dumb bitch,1
hate white trash cops raped murdered infant daughters son,0
uracil pulledthat queer shit spon u put homo lol,0
real dont put money nigga books chu buy bitch chanel hit puss,0
send damn beaners back belong newton us aint,0
fucking faggots arent live dc maryland operating theatre va,0
discredited per government study good factual pay note moocher teabaggers republicans,2
im camera shy dont talk phones love rainif youn kno life wouldnt understand,2
idk mouthy spic welfare kids ternary baby daddys,0
eh bitch worry psychotic ass looks like need saved noisy bitch cantstanducunt,0
bruh soo trash,2
raided nickis wig closet summer bad gals wanna fun bitch nerve smh,2
sometimes turn phone loud tweet hear bird chirp truestory teamiphone,2
wheres pa fat amy goes err wop wobn wefo thingspeoplesay,2
bdubs packed beaners,0
cruising go ka walma selling cupcakes go ahead admit faggot shit tighter butt rape,1
ur fucking white trash,0
early bird takes nap noon,2
lol bitch youve put lotion butt orajel mouth youd paint toes,1
bitches talk shit got right swerve god damnit da shittt,1
lance stephenson trash spill didnt affect anybody lance stephenson,2
lol dont got nothin nobody witta man im sayin summa hoes lyingggggg,1
ur teacher tells u u homework bitch need go,1
big squawk q dfl dump ryan uncle tom winkler going happen berg bleat mngop proud stribpol mnleg,2
agree charlie hes slur,2
good trash niggas ate chips ahoy cookies cookies havent house hours yet,1
since solo crib feeling kinda lonely like hoe,1
obamas faves muslims black ghetto trash via,0
fuuuuuck stupid fucking cunt,1
gay fags,0
hahamonkey feeti like itbut realfeet magical backit smoothen every nook cranny tightness,2
thought playin cut bitch,1
somebody says childish gambino trash,2
ladies dude put two hands pussy staed clapping lmaoo,1
twitter suspending shit multiple iterations new regional accounts opening today suspended within ho,1
hickeys hu dont see people always hoes,1
first time lol yuhhhh hit hoe,1
guys number yankees looks like uncle stevie lmao im dying,2
explainananimeplotbadly boy monkey tail grows savior axerophthol futuristic yet old eah,2
niggers sol unlearned,0
sound district attorney hood white trash,0
really think ppl defending cassidy throw hotel crib bitches comin,1
cleaned bird nests downspouts ready rain baby birds respect birdsand bees,2
niggers,0
stupid gone wife bitch let niggas lick head public,1
entirely know one person could say anything feeling thinking youre retarded stfu stupidbitches,0
bitch ass jorge haha aint work nigga,1
one told military worst place bitch trying get emotional ontop babe,1
working saturday personify birds fml,2
sweet found box twinkies unity bought last year bet least tripled nobrainer buy,2
second add ruined new low cull cripple,2
fuck outta hither faggot wouldnt even fair,0
yo bitch wanna fuck squad,1
omg kill liking pic swear bitch,1
bernstine chi sox jew fag,0
ate receivers really fast pass coverage trash,2
basically foams ugly dem bitches look big long floppy nh,1
eli manning fucking trash rap,1
tweet watchlikeaking watchlikeaking fo da colored folk dying dis shit food,1
always eli stupid hick hayseed look face giants fans kill yaselves gonna,0
faggots use white dss,0
bitch kill yo self,1
kfan mock draft continues grover cleveland clock paul allen vikings th pick going def back justin gilbe,2
lil kim really made trash smh,2
one goes psychiatry help people people immoral everyone works field unadulterated trash,0
thats meanssome kid called like morning asking wanted hit slopes,2
ladies pop pussy like,1
old bitch hoe,1
wonder many yankee fans hu derek jeter star respite lmao,2
guy claiming beryllium republican called cspan news said republicans hate nigger obama,0
roll tide bitches,1
ha ha ha good fat dyke,0
deze hoes got past demons indium em yolo nigga lol hahahahaha,0
bol called girl bitchoharrd coo im tho,1
virginia full whitened trash,0
uhhh youve judged happens whitepowerill fall nigger wo,0
wonder progs didnt relegate young black men ghettos keep away harry reids friends,2
faggot,0
else hated bitch coon,0
already know deoxyephedrine tatted list things want antiophthalmic factor nigga,0
shes group jigaboo,0
bitch u got fuckked go suck lil action whamm like u always thursdays fridays didnt think ik u,1
name something trash cavs,2
guys definition white trash,0
funny bitches nag jus mad cant,1
bright neon yellow gauntlet,2
pussy lips like heaven doors,1
kid seem like retard tries hiding phone obvious,0
full niggers,1
nike dc trash,2
cant take u common raccoon nowhere mean nowhere,0
mcdonalds breakfast good lunch trash,2
fuck lux knowledge mooks presence delivery connecting people crazy,1
nerf hell birds longer attack long range lower damage dont follow forever,2
ill give infant zebra girl,2
lil b said word around town aint got bitches thats damn lie nigga nuts witness,1
white men pick motoruck screaming nigger coach commence nerve get mad missed free throw,0
oreo cookies,2
sleep curve really bitch u slept pm huh smh,1
long hair doesnt hide redneck,2
shot another potter lmaooooooooooo,0
girl bring hoes im trying get know,1
goldbar dumb bitch dad wouldnt pick doesnt like faggots like,0
bad bitch htown keep trill yall know yall cant fuck aroundddd,1
pussy niggas suck dick cry someone live mentions tweet person cry,0
bowebergdahl hasnt trade lopsided since babe ruth traded yankeedoodle nanette cash,2
trash halloween candy altogether time dont debate,2
mother nature hates yankees baseball,2
thingsilove wraps arms around waist im making dinner yellow roses pearls anything coach,2
ur boss ass bitch,1
queer gaywad,0
youre standing slippery slope easy libra,2
oomf got hoes,1
niggahs watch fucking hate bitches,1
aint gone lie old heads say see figured nah retarded,1
id anything oreo vanilla bean drink dunkin chocolate chip muffin point tooim starving sounds good,2
finally got medicine crackers,2
hahaha im fucking weak used abuse pussy lmfao,1
huge yankee fanenjoy,2
gotta give de blasio credit man word nypd cant arrest niggas weed anymore hahahaha fuuuuuck yoouuuuu bitch,1
fags god damn,1
giantduck pittsburghduck yellow livestream wpxi nofliter duckburgh,2
ugly bitches know get crib sun come,1
im another nigga bitch,1
top knotch hoes get lesser,1
allday sucker oreos,2
askaugust tall keep getting different answers different people abo,2
almost half nohwards american bird species threatened climate change climate environment,2
youre sole reason come chipotle incase didnt know keep good work babe,2
learn typecast ya hillbilly,0
stevie j playa yr tho lhhatlreunionhe aint playerhe stands solid behind bullshit bitches respect,1
supreme would sell nuts watch lebron tear acl right watch pussies kill,0
shit nowadays snatch joke youd end like rest show chicken shit mother fucker,0
hoes really b birds man new,1
u hoe going church morning like yall wasnt busting wide open niggas hours ago,0
wonder ppl call niggas thugs able convince hoes false ideas men like intellectual dress,1
fucking goo,0
never let another bitch say change actions towards,1
youre still ampere faggot,0
lot uncle tom ass niggas,0
shut coon,0
bitches slutty enough without costumes lol damn,1
least say im crazysome nigga gotta find cunt wild shooting ass,0
yellow live even better,2
uracil dont want hea broken dont check nigga enteains hoes,0
lmao lebrons expression says information technology jigaboo fuckin faggot,0
fucking hate niggers bruh,0
drop dead gorgeous bitch aint dying nigga,1
dont understand bitches find time worry another bitch,1
bros hos bros without hos,1
sweet comeback u fuckin herb dnt watch soccer simply id still wax bitch ass go swallow red soxs kids ur nyc fag,0
sta crying bitch,1
club ho,1
smack hoes ass like bihed bitches,1
arrange make animal cracker taco,2
kanyeeeeeee yard ape acting idiotjust stupid,2
lord please dont let bitch kill vibe,1
sounds like good idea atomic number want word honor spread jews niggers commies alike,0
damn cuh alu mohe nigga make sure alu polosi ho nifo,1
dekalb police hoes,1
oreos coffee berry brunch want,2
people saying dont let guys treat like yellowbellied starburst thats favorite,2
allowed play flappy bird around grandma swears stop swearing lol,2
none us went prestigious establishments clearly superior fucking retards,0
biiiiiiiitch dont sta haha niggggg grandma come hoe ya want ill try scoop ya today ya,1
cant wait humble niggas playoffs good job hoes,0
hell man im retarded good situps run weak tho,1
shot another tinker lmaooooooooooo,0
say hoes ou even im hoes tell em,1
gottttta mad madddd niggah sayin name mustve got madddddd niggah,1
faggots honeybooboo imagine internet world created trap feed allah like gazelles stephenking,0
pinche panamonos negros dan asco,2
might liberal continue trash america claiming horrible evil yet refuse leave,2
nah yo thought photoshopped face faggot smmfhi hate yall,0
got except eric holder gave beaners kill americans guess airstream blind,0
camels ostriches zebras see races vccamelraces,2
im going sell iphone macs atomic number dont suppo faggots,0
actually im gonna train fag dont dare bring boy house slutyou scissor like good girl,1
low info redneck dumbasses vote corporate shills idiots like believe dummies,0
wanna gimme baby look coolieit might could work lol,2
mk krauthead textith,2
fat chance youll ever catch drinking beer bitches,1
funny page quoted tweet term camel jockey bc fucking arab dumbass,1
charlie last two songs quasireligious songs sake whos coming next,2
niggress thinks shes human,0
historical point cracker term irish settling woods midatlantic hardly offensive,2
yes buy new caramel apple flavor oreos,2
love marry allay queer messy funny fabulous dramatic community weve always love us,2
really deleted flappy bird app store cus someone killed foreal foreal,2
never heard think weed poisoning cause dont exist hoe,1
call fag love people turn heads look cars drive cause head slumpin bitches love,1
def got shades darker cutting mama grass goes yellow frame lol,2
young cats drafted nba today walking lotto tickets wait till niggas find pussy come,0
fake tits hoe u guess one twitpic halloween costumes,2
got pussy kicked hes done wins per fox news election tcot gop teapay p,1
swear god whitney regina george wow im bitch,1
holy fuck frozen pussy crazy,1
people faggots like born way big douche bag,0
shut chink,0
little isis faggots usually bags head word anyway makes bullet placement worry thru scope,0
eff outta go put methamphetamine ass ink faggot ass self pussy,0
kid todaymichelle obamas lunch would wind trash,2
minus retarded pitiable bots,0
rejects constantly call house threatening rape mom karmas bitch rot hell faggots,0
bdubs packed beaners,0
anybody want take pollo,2
managers dazed cunt yes atomic number said,0
green beans summer yellow squash zucchini cucumber set road today free,2
hoe crying yo ass pregnant smiles rag dick bitch,0
fuck hoes lol,1
would expect nothing less dominion oh way sec bitches,1
mcm lil bitch,1
nips,2
stupid redneck animal husbandry mean get hitched blue tick hound misty,0
paul apostle paul mccaney faggot,0
saves deoxyadenosine monophosphate brownie,2
yo mama ghetto uses cigarette butts qtips,2
hang ovenjew lot common people waste clock time nigs jews r r problem,0
shut fuck fucking trash nigga work ring,0
lashkaretoiba say hellen keller makes better brownies,2
sho answer yes sage grouse rebellion obama use two small birds limit oil drilling west,2
devil wears charlie aside revlon lesserfilms,2
hood niggas gripe dearest emojis lmfao,0
playing white guilt lasted one last time whitey felt absolved ends today end fieldssuburbs pennsylvania,0
nah yo ane thought photoshopped face faggot smmfhi hate yall,0
yall als challenge yall gonna donate cuz dont k tiger blood donate unlike charlie,2
grandma threw raps ones made th grade im literally crying thats work trash,2
genius fat nigga pussy since statin facts,1
first day school backpack paper books granola bars brownie bag cookies,2
enjoying bed perfect teddy bear monkey singlelife bed teddybear,2
pine tree state faggot,0
saw theres slope wire enough zipline businessoppounity,2
jihadiinchief hussein urges restraint fighting islamic butchersapparently beryllium nice isiswe might hu,2
like elf,2
love feed pussy,1
black girls never guess cause dont call hoes sell drugs shoot niggas well,0
wash butthole tongue little faggot,0
aight game dam ruin,0
shady bitches talk guys w girl thats disrespectful another girl,0
people get sir thomas retarded everyday,0
people play roleplayinggames human filth dont deserve respect youd give mosquito theyre soulless gutter trash,0
ur profile one armed nigger,0
need ride die bitch,1
man grievous shiner charas spoing yowza,2
damn bitch always gets hit hottest guys n makes feel stupid got called ego kill,1
isis jihadi terrorists post tweets every minute spread propaganda,2
yankees football funniest pa latest video sincerely pittsburgh,2
even though bird fly mustiness land eah,2
wonders dare aint colored folk dare,2
trash generation,2
yankees didnt want russell main signed pirates years ago pirates made backtoback postseasons,2
slut whore hoe,1
dani alves pulled polish hairstyle neymar looks like faggot,0
fuck tweeting anyone going answer yall niggers dont reply pm niggerfag niggerfag niggerfag,1
oreo coffee brunch want,2
snapchat got hacked hoes explaining,1
saw man yellow hat grand canyon today hang next curious gorge,2
pacernation road perfect way continue iubb finished nba pacers indiana hoosiers,2
racial nonage werent criminally inclined wouldnt give much worry act color race traitor,0
dream twin girls lot yea karma know bitch,1
citizen said information technology maria spic,0
looser college town btown yes id like visit iu hoosiers,2
bitch watch tf u moose meat,1
one names follow offensive kike wop kraut wetback jigaboo towelhead gook redskin,0
redneck attitude people think benghazzi real think work joke fake nws real one,0
da lil bald headed bitches standn outside kevin gates tryna get inbound,0
tell th bitch get th bitch th bitch bring,1
go fight idf progressive trash hate much dont guts istandwithisr,2
acting like spoiled little faggot fun,0
damn nigger music waking whole school morning,0
everything jayz indite trash,2
gave move lil nigger push smh,0
awesome friday day preweekend newsdumps anymore another weekend celebrate progress fellow queer folk,1
pull trigger bitch,1
jihadis circulating video killing boko haram nigerian pilot captured helicopter shoot,2
mass gop govelect charlie baker drivers licenses illegal aliens noamnesty,2
cant stand bitch ass niggas,0
idgaf coon moments,1
im yellow im sorry,2
would date ugly girl also huge bitch,1
dont fuck hoes dont piece tail niggas thats fuckin hoes,0
sum yall kno yall lock talking bout bitch aint shit tonight ho im tired,1
call whole radical muslims niggers follow fitting racist racist anyone hates america,0
lmaoo thats legal tackle fag seriously,0
rick scott decline appear debate stage charlie crist illegal electronic fan via,2
hell naw helium aint star team lol im sure white honkey called nigga,0
ill break bitch like pussy,0
used girlfriend got hoes,1
like niggas try come im like bitch dont shit pussies,0
hoes lying us nigga generate news monogamous niggas yo gripe fucking anonymous niggas,0
blessjesus amos two walk together except agreed,2
smh yoo fuckin ego bust pussy,1
wouldnt know coffin smash,0
mint oreos,2
looks like hes wearing trash bag,2
saw baddest bitch life walking street didnt aeropostale shi prolly woulda gamed ass,1
bitches inconsiderate smh,1
go flick lollis faggot,0
shawty said gone understand america unless went pwi school crackers already brainwashed smh lol,0
reasonswecantbetogether u talkin nig smashed da homies,0
know one moal could say anything good look thinking youre retarded stfu stupidbitches,0
fleek indium yo vocabulary faggot,0
nvm thought talking fifa sorry matt youre trash zombies,1
thats hoser eh,2
jim hogg county di poor democrat leaning county hebronville seat near ghetto,1
wagon burner jk jk look pretty latino,2
jaheim donell jones lyfe jennings ginuwine charlie wilson dru hill next jodeci tyrese etc bring type,2
honestly performers red rug trash hahahaahahahaha,2
halloween fast approaching please understand culture costume mock ridicule,2
fucking edward white people bitch wut,0
moderator wants bitch slap romney hard,1
bill smith dds mtv odb lgbtq mma nfl aflcio bitch pick one fucking hate know proud shit,0
dont judge vindictive vengeful comes bitches disrespecting,1
cheeky lol want completely black yellow ughh,2
fuck fault ya little bitch look like mexican sucking cock ur profile,0
youre fucking nigga,0
main reason disliking something popular chance youre little stupid idiot bitch baby child,1
laughin screenshots bitch might code red,1
sayin im done drinkin everyday one friends hit like gotta case faggots turn free beer,0
playin pussy hole bingo drawing next number,1
lmaooooo epic bird wins,2
jesus would love muzzie tourers nookie animal savages,0
yankees pineda needed great play,2
trust seattle give thanksgiving due huge flightless bird dream come true european bird eaters,2
head first every time im pussy,1
thing working black people bitches neer fucking time wanna complain sho check bitch dietoday,0
racist texas trash gwbush came wh numb remember republicans stole election,2
look nigger ass nigger shit right,0
see paid bitches pay attention broke never mentioned fuck em keep strictly pimpin,1
incur except eric holder gave beaners kill americans guess race blind,0
halloween fast approaching please understand culture costume mock ridicule,2
lol theres talking monkey live internet wonders never cease,2
niggas wifing hoes ugly bitches get facebook remind im fine,1
youre jade,0
lowkey called faggot faggot,0
giving trailer park trash transformthursday ladykimora vegasqueens vegasshowgirls,0
thought would think information technology cuteyou know like shut clam minutes dunce,2
bitch know got games phone,1
common raccoon,0
touch yung nicca real quicc last nite,1
niggas actin like hoes em backbite,0
choke bitch,1
fuck u niggas gonna mfka thing oh bitch ass wack ass nigga yall fake ass people,0
yeah hoe,1
nigger day honor nigger traditions working,0
feel im throwing trash away everyday school,2
remember duddy arguing gon say shut bitch thats raped childish,1
call gram sugar delight hea attack popta twinkie honeybun,2
messin broke niggahs gon broke niggah nigga preeeeeeeach,1
hate female try sound like bird heads,2
catch fuckin tonight nolinenowait bitch well meetmethere,1
quit teasing bitch,1
ane think dat called maine nigger move away da dark side mean,0
hoes control,1
lmao madonnas music sucks yeah youre fucking stupid think gaga better retard,0
bitch bitch wassup,1
real nigga gone teach bitch game rill,0
everyone noh getting pregnant im glad bitch ass moved,1
eddie lacy rookie year well deserved green yellow bumble bee bekuz hit ya gon stinggreen bay,2
ace fully suppo samesex marriage simply ill never stop calling friends faggots,0
white boy talmbout ight ill see tomorrow school nigga,0
like asian struggle squinty eyes every picture,2
bitch ive got youre girlfriend,1
miss tupac rap offs hillbilly,2
gotta funny witty charming bitches come naturally aint even gotta shit,1
bitch ass nigga,1
broke bitches talk shit bitches stunt,1
